Algorithm,Optimizations,Bom,Nodes,AttemptNr,Time,Makespan
LS_TS_3min,ON,bom_2_6_10_5,43.0,1,180.2174,109936.0
LS_TS_3min,ON,bom_2_6_10_5,43.0,2,180.2084,108914.0
LS_TS_3min,ON,bom_2_6_10_5,43.0,3,180.2334,109314.0
LS_TS_3min,ON,bom_2_6_10_5,43.0,4,180.2249,108445.0
LS_TS_3min,ON,bom_2_6_10_5,43.0,5,180.2394,110884.0
LS_TS_3min,ON,bom_2_6_10_5,43.0,6,180.2299,110551.0
LS_TS_3min,ON,bom_2_6_10_5,43.0,7,180.3191,112200.0
LS_TS_3min,ON,bom_2_6_10_5,43.0,8,180.2306,109626.0
LS_TS_3min,ON,bom_2_6_10_5,43.0,9,180.2242,109352.0
LS_TS_3min,ON,bom_2_6_10_5,43.0,10,180.2388,109626.0
LS_TS_3min,ON,bom_2_6_10_5,43.0,11,180.2285,107993.0
LS_TS_3min,ON,bom_2_6_10_5,43.0,12,180.2794,109939.0
LS_TS_3min,ON,bom_2_6_10_5,43.0,13,180.2565,109077.0
LS_TS_3min,ON,bom_2_6_10_5,43.0,14,180.2614,110517.0
LS_TS_3min,ON,bom_2_6_10_5,43.0,15,180.2372,109912.0
LS_TS_3min,ON,bom_2_6_10_5,43.0,16,180.215,109314.0
LS_TS_3min,ON,bom_2_6_10_5,43.0,17,180.3035,110517.0
LS_TS_3min,ON,bom_2_6_10_5,43.0,18,180.3573,110721.0
LS_TS_3min,ON,bom_2_6_10_5,43.0,19,180.4432,106892.0
LS_TS_3min,ON,bom_2_6_10_5,43.0,20,180.3386,109389.0
LS_TS_3min,ON,bom_2_6_10_5,43.0,21,180.2318,109626.0
LS_TS_3min,ON,bom_2_6_10_5,43.0,22,180.2127,110517.0
LS_TS_3min,ON,bom_2_6_10_5,43.0,23,180.2373,109626.0
LS_TS_3min,ON,bom_2_6_10_5,43.0,24,180.2418,110238.0
LS_TS_3min,ON,bom_2_6_10_5,43.0,25,180.3471,107878.0
LS_TS_3min,ON,bom_2_6_10_5,43.0,26,180.2616,110408.0
LS_TS_3min,ON,bom_2_6_10_5,43.0,27,180.2643,112200.0
LS_TS_3min,ON,bom_2_6_10_5,43.0,28,180.2356,111425.0
LS_TS_3min,ON,bom_2_6_10_5,43.0,29,180.2655,108216.0
LS_TS_3min,ON,bom_2_6_10_5,43.0,30,180.2389,109496.0
LS_TS_3min,OFF,bom_2_7_10_5,57.0,1,180.265,154420.0
LS_TS_3min,OFF,bom_2_7_10_5,57.0,2,180.2573,154791.0
LS_TS_3min,OFF,bom_2_7_10_5,57.0,3,180.2984,152172.0
LS_TS_3min,OFF,bom_2_7_10_5,57.0,4,180.2518,155220.0
LS_TS_3min,OFF,bom_2_7_10_5,57.0,5,180.2776,154420.0
LS_TS_3min,OFF,bom_2_7_10_5,57.0,6,180.2635,151121.0
LS_TS_3min,OFF,bom_2_7_10_5,57.0,7,180.2717,151550.0
LS_TS_3min,OFF,bom_2_7_10_5,57.0,8,180.2905,151655.0
LS_TS_3min,OFF,bom_2_7_10_5,57.0,9,180.3044,154791.0
LS_TS_3min,OFF,bom_2_7_10_5,57.0,10,180.2941,151585.0
LS_TS_3min,OFF,bom_2_7_10_5,57.0,11,180.2834,151550.0
LS_TS_3min,OFF,bom_2_7_10_5,57.0,12,180.3515,155255.0
LS_TS_3min,OFF,bom_2_7_10_5,57.0,13,180.2742,154420.0
LS_TS_3min,OFF,bom_2_7_10_5,57.0,14,180.3457,151830.0
LS_TS_3min,OFF,bom_2_7_10_5,57.0,15,180.3779,154791.0
LS_TS_3min,OFF,bom_2_7_10_5,57.0,16,180.3513,154420.0
LS_TS_3min,OFF,bom_2_7_10_5,57.0,17,180.2451,155220.0
LS_TS_3min,OFF,bom_2_7_10_5,57.0,18,180.4146,152719.0
LS_TS_3min,OFF,bom_2_7_10_5,57.0,19,180.3864,154420.0
LS_TS_3min,OFF,bom_2_7_10_5,57.0,20,180.2783,152664.0
LS_TS_3min,OFF,bom_2_7_10_5,57.0,21,180.5316,151655.0
LS_TS_3min,OFF,bom_2_7_10_5,57.0,22,180.2953,155842.0
LS_TS_3min,OFF,bom_2_7_10_5,57.0,23,180.2639,154420.0
LS_TS_3min,OFF,bom_2_7_10_5,57.0,24,180.2585,151550.0
LS_TS_3min,OFF,bom_2_7_10_5,57.0,25,180.3085,153907.0
LS_TS_3min,OFF,bom_2_7_10_5,57.0,26,180.2492,154420.0
LS_TS_3min,OFF,bom_2_7_10_5,57.0,27,180.251,152664.0
LS_TS_3min,OFF,bom_2_7_10_5,57.0,28,180.2796,155842.0
LS_TS_3min,OFF,bom_2_7_10_5,57.0,29,180.558,154791.0
LS_TS_3min,OFF,bom_2_7_10_5,57.0,30,180.2976,155542.0
LS_TS_3min,ON,bom_2_7_10_5,57.0,1,180.2532,148317.0
LS_TS_3min,ON,bom_2_7_10_5,57.0,2,180.2524,148098.0
LS_TS_3min,ON,bom_2_7_10_5,57.0,3,180.2657,148098.0
LS_TS_3min,ON,bom_2_7_10_5,57.0,4,180.2597,148098.0
LS_TS_3min,ON,bom_2_7_10_5,57.0,5,180.275,148982.0
LS_TS_3min,ON,bom_2_7_10_5,57.0,6,180.2966,149064.0
LS_TS_3min,ON,bom_2_7_10_5,57.0,7,180.314,148098.0
LS_TS_3min,ON,bom_2_7_10_5,57.0,8,180.2992,148098.0
LS_TS_3min,ON,bom_2_7_10_5,57.0,9,180.262,148098.0
LS_TS_3min,ON,bom_2_7_10_5,57.0,10,180.2815,148098.0
LS_TS_3min,ON,bom_2_7_10_5,57.0,11,180.5243,149064.0
LS_TS_3min,ON,bom_2_7_10_5,57.0,12,180.4073,148098.0
LS_TS_3min,ON,bom_2_7_10_5,57.0,13,180.2586,149721.0
LS_TS_3min,ON,bom_2_7_10_5,57.0,14,180.2639,148098.0
LS_TS_3min,ON,bom_2_7_10_5,57.0,15,180.4688,149794.0
LS_TS_3min,ON,bom_2_7_10_5,57.0,16,180.2724,148098.0
LS_TS_3min,ON,bom_2_7_10_5,57.0,17,180.261,148098.0
LS_TS_3min,ON,bom_2_7_10_5,57.0,18,180.2848,148098.0
